inchikey,restriction_list,candidate_list,authorisation_list,pops_list,eu_positive_list,harmonised_list,restriction_process,svhc_identification,authorisation_process,dossier_evaluation,clh_process,substance_evaluation,pbt_assessment,ed_assessment,reach_registrations,pesticides,sommatie_stoffen
KCLZXXMMEDEBMF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NXLNNXIXOYSCMB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FFEARJCKVFRZRR-BYPYZUCNSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
POUMFISTNHIPTI-BOMBIWCESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OEDRXJBJMMJUSV-UHFFFAOYSA-H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OWMVSZAMULFTJU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XZDOEWBFAWRCLD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WEPXGLCNGPXOQG-UFYCRDLUSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TUCRZHGAIRVWTI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UUARTHQJSZTOEM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TVOWJVSSBFMCFC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XVHLRCQZSUEKKE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCAONVVVMAVFDE-CLFAGFIQSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JERBWURCWWHQBK-UEWDXFNNSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DFDWGIZZMBNYBV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VGIVLIHKENZQHQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JVBNHJDWWBSWLE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KNNOZYMZRGTZQM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
URFKLQSFBXBOQU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZZAGLMPBQOKGGT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSFPLIAKTHOCQP-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
SHOKWSLXDAIZPP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AAAXMNYUNVCMCJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LDJNSLOKTFFLSL-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NOJRAHDRZWZNMV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OUKJZHRCKQJXSU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BSDOQSMQCZQLDV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UGCBVSDSTGUPBC-JTQLQIEISA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KOJXGMJOTRYLBD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JBVLLDHDYZFTPU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OSWULUXZFOQIRU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QMNAQPMXDMLOLD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QDTDKYHPHANITQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GRMDKKJYMUDEJO-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZYTMANIQRDEHIO-KXUCPTDWSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KSGXQBZTULBEEQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OCJDFNKUOCKZCE-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZEARLPPIUCBHRP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XYZWMVYYUIMRIZ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HRNLUBSXIHFDHP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZGMVLLQKWOZFTM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QVHJQCGUWFKTSE-YFKPBYRVSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WUWHFEHKUQVYLF-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDWRKVKXYZRYOD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XSFKEMHKDFPDNK-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZPWQALCOMQRMRK-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XJKYDNDJFRDNHX-KHPPLWFESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VVNYDCGZZSTUBC-LURJTMIESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MWTPPIZIKZHMSK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VONGZNXBKCOUHB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PAISMPKJXOZRKI-UHNVWZDZSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SXVPOSFURRDKBO-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OXPCWUWUWIWSGI-MSUUIHNZSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LZEJPLZDYOQHSM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TWVSWDVJBJKDAA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HNTGIJLWHDPAFN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JGIGXKSJLSQJGQ-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MDYOLVRUBBJPFM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XGGLLRJQCZROSE-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BTVYFIMKUHNOBZ-ODRIEIDWSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIAINKIUSZGVGX-DKWTVANSSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LILXDMFJXYAKMK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DIKKUIZXSGRVBH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QXVFEIPAZSXRGM-DJJJIMSYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MHCFAGZWMAWTNR-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DPNXHTDWGGVXID-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ODGCLNKGAPCIAE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTASKFPCXARVKF-AZGAKELHSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FUUXOEKDNNWZTR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UNXCZDNUXJJWHY-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CQWPFSRJOYBVLT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IHRPJNDVWBJCEH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DZPCYXCBXGQBRN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KYYUCZOHNYSLFV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XMLSXPIVAXONDL-PLNGDYQASA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MRABAEUHTLLEML-LURJTMIESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NNBFNNNWANBMTI-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WVLOADHCBXTIJK-YNHQPCIGSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WFFQYWAAEWLHJC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XADVDTANOZJZTP-XZWFXUMZSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASQHIJLQYYFUDN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOQCZBSZZLWDGU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YPPGSWWESBCSCT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WPFVBOQKRVRMJB-VIFPVBQESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YEAJJBVTZYRLMH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CDIIZULDSLKBKV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LMVFSACRPDMFSQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NGAKDIWPTMPPFP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DKIDVFLMXDKXAF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YNOFOVLFZVOJQP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IEODHCKRVCQYNH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CZTZDAGRYZGOAC-XEYWKLMWSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KNDVJPKNBVIKML-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WIZSPFRNLVKEOT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AVRQBXVUUXHRMY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZGJZKIWPDBYTJA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RBOXVHNMENFORY-DNJOTXNNSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HNQRHNYBVWICKB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHZVWQPHNWDCFS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MKLNTBLOABOJFZ-DFWYDOINSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GNDHNYOKGXAMOS-AATRIKPKSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OWZIYWAUNZMLRT-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BBWJVKZAKHIKRQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BAYUSCHCCGXLAY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YRRCEEUJIHMQFB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IDCHQQSVJAAUQQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RGBIKVOIODUDLX-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LSACYLWPPQLVSM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PCARSQBZDYOIPU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DFQICHCWIIJABH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BLEJWUIEUACHKH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KZSNJWFQEVHDMF-SCSAIBSYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XJPZKYIHCLDXST-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNJANLXCXMVFFI-VIFPVBQESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NUTZBMSWUMFSIW-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XYOLLVHQNKFTLW-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BSXAHDOWMOSVAP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DFKHQLOANKRDRK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITRJWOMZKQRYTA-RFZYENFJSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCHLDNLIJVSRPK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BUOWTUULDKULFI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZPDRZMNAFLBUOA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WMWSRIHFAVOHSW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBUSEYSGCOSYEO-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BCLOBWIFURSERL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GWCFTYITFDWLAY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DFHVDLZDWDDGFQ-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MQKQEJQNRSFRLA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNWDIENXWNBKIM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HUIYGGQINIVDNW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HFSYLLFALIBMFQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HNTMKSKJRZRWKS-MWLOVLLCSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZGQVRFVHWWFKRP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AAQNGTNRWPXMPB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WNMJYKCGWZFFKR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QQHNNQCWKYFNAC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PUPZLCDOIYMWBV-SCSAIBSYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MUMZUERVLWJKNR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TVZLBOSPKGJOTA-LBPRGKRZSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IBDIOGYTZBKRGI-NSHDSACASA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UBQCWSGRNIOFFC-NSHDSACASA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GWVWUZJOQHWMFB-IBGZPJMESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PZWWSVPMGHDZNJ-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SUHOQUVVVLNYQR-MRVPVSSYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FJWGRXKOBIVTFA-XIXRPRMCSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WLJHVVQTADQJKA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VWJYMLGDDUTABU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JFVXEJADITYJHK-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WNEQFDSWDCYKOE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OYVDXEVJHXWJAE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XDZKBRJLTGRPSS-BGZQYGJUSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LATQDAJIFIVBJP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XGHILPUCRYAWIN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YFJQPSKUCIGNDT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UJVRJBAUJYZFIX-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JTRDOXTXNZMWMG-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LSXKDWGTSHCFPP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PYXSPTLIBJZHQW-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CKFVSMPWXAASIQ-MRXNPFEDSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OZOHTVFCSKFMLL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QTOLCTUWRPDFOF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XPGPHJNCOZQFAU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MQWDISMNBYOLAB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RAFHKEAPVIWLJC-KQOHHTLASA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BJOYVZZDDFVLPI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHCFNZQTNGWZED-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IWWUBWJZVZKCOG-IUYYLYFZSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZHSOTLOTTDYIIK-ZDUSSCGKSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AXPLOJNSKRXQPA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LYBKPDDZTNUNNM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HBROZNQEVUILML-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JAYXSROKFZAHRQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GHWYNNFPUGEYEM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KHWYIJAORSAUBD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCURWTAZOZXKSJ-JBMRGDGGSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLFVNTDRBTZJIY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCHKHZWQJRNNDI-AYWXTINTSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNTXMYSPASRLFT-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QYYCPWLLBSSFBW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LIVBOELPEIGMQV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UHNUHZHQLCGZDA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHNUBALDGXWUJI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XRPVXVRWIDOORM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UPYMLXKJNVYVFS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BVBSCSYCFCDVEU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AXIWRZUIKYZELU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAFYJDVIGZVSIE-IMPZXOFZSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UKTHRMMETXCGBZ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XAMHKORMKJIEFW-AYTKPMRMSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VUSWCWPCANWBFG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UYVFYQGIARQHJC-LSWMGQQCSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YQADLKDQAXAIKW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BDFZFGDTHFGWRQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGWHUHPHCCFFFE-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KTPWETRNSUKEME-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LFEHSRSSAGQWNI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SQEGLLMNIBLLNQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WOPFPAIGRGHWAQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XJEWCRBXEFCZDZ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SCEVFJUWLLRELN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QMFVIJMHPXUVOL-RCGDHTHDSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZKKRUZAUFNFQRI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAUIIEUKTSCRDN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GUFMBISUSZUUCB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VSMOENVRRABVKN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LREMVJGWYSKMSG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VDLSFRRYNGEBEJ-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQNQTJSLPDZSDK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WUZNVFUYFDVUIC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HMBNQNDUEFFFNZ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZFVMNTLBDARSFI-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BWVDQVQUNNBTLK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KGKQNDQDVZQTAG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTGKSKDOIYIVQL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BYBLFAOJNIFPEB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UENRXLSRMCSUSN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BODRLKRKPXBDBN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GZOSMCIZMLWJML-VJLLXTKPSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEJYDZQQVZJMPP-ULAWRXDQSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTEKYOQZQHJSHP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JKMGLUKSFRLDDN-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UJZLEUQGTILGOG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UQADQTBQNVARAP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IWYDHOAUDWTVEP-ZETCQYMHSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BHZCMUVGYXEBMY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
